Period,Period1,Type,Revision,Location,Integrated,Values
10-01-24,Oct-24,Hours,V33,Atyrau,Integrated,0.00
10-01-24,Oct-24,Hours,V33,Atyrau,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V33,Farnborough,All,0.00
10-01-24,Oct-24,Hours,V33,Farnborough,Integrated,0.00
10-01-24,Oct-24,Hours,V33,Farnborough,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V33,New Delhi,All,0.00
10-01-24,Oct-24,Hours,V33,New Delhi,Integrated,0.00
10-01-24,Oct-24,Hours,V33,New Delhi,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V33,Offshore Other,All,0.00
10-01-24,Oct-24,Hours,V33,Offshore Other,Integrated,0.00
10-01-24,Oct-24,Hours,V33,Offshore Other,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V33,Tengiz,All,2028.00
10-01-24,Oct-24,Hours,V33,Tengiz,Integrated,1404.00
10-01-24,Oct-24,Hours,V33,Tengiz,Non-Integrated,624.00
11-01-24,Nov-24,Hours,V33,Almaty,All,0.00
11-01-24,Nov-24,Hours,V33,Almaty,Integrated,0.00
11-01-24,Nov-24,Hours,V33,Almaty,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V33,Atyrau,All,0.00
11-01-24,Nov-24,Hours,V33,Atyrau,Integrated,0.00
11-01-24,Nov-24,Hours,V33,Atyrau,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V33,Farnborough,All,0.00
11-01-24,Nov-24,Hours,V33,Farnborough,Integrated,0.00
11-01-24,Nov-24,Hours,V33,Farnborough,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V33,New Delhi,All,0.00
11-01-24,Nov-24,Hours,V33,New Delhi,Integrated,0.00
11-01-24,Nov-24,Hours,V33,New Delhi,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V33,Offshore Other,All,0.00
11-01-24,Nov-24,Hours,V33,Offshore Other,Integrated,0.00
11-01-24,Nov-24,Hours,V33,Offshore Other,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V33,Tengiz,All,1560.00
11-01-24,Nov-24,Hours,V33,Tengiz,Integrated,936.00
11-01-24,Nov-24,Hours,V33,Tengiz,Non-Integrated,624.00
12-01-24,Dec-24,Hours,V33,Almaty,All,0.00
12-01-24,Dec-24,Hours,V33,Almaty,Integrated,0.00
12-01-24,Dec-24,Hours,V33,Almaty,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V33,Atyrau,All,0.00
12-01-24,Dec-24,Hours,V33,Atyrau,Integrated,0.00
12-01-24,Dec-24,Hours,V33,Atyrau,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V33,Farnborough,All,0.00
12-01-24,Dec-24,Hours,V33,Farnborough,Integrated,0.00
12-01-24,Dec-24,Hours,V33,Farnborough,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V33,New Delhi,All,0.00
12-01-24,Dec-24,Hours,V33,New Delhi,Integrated,0.00
12-01-24,Dec-24,Hours,V33,New Delhi,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V33,Offshore Other,All,0.00
12-01-24,Dec-24,Hours,V33,Offshore Other,Integrated,0.00
12-01-24,Dec-24,Hours,V33,Offshore Other,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V33,Tengiz,All,1209.00
12-01-24,Dec-24,Hours,V33,Tengiz,Integrated,819.00
12-01-24,Dec-24,Hours,V33,Tengiz,Non-Integrated,390.00
01-01-25,Jan-25,Hours,V33,Almaty,All,0.00
01-01-25,Jan-25,Hours,V33,Almaty,Integrated,0.00
01-01-25,Jan-25,Hours,V33,Almaty,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V33,Atyrau,All,0.00
01-01-25,Jan-25,Hours,V33,Atyrau,Integrated,0.00
01-01-25,Jan-25,Hours,V33,Atyrau,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V33,Farnborough,All,0.00
01-01-25,Jan-25,Hours,V33,Farnborough,Integrated,0.00
01-01-25,Jan-25,Hours,V33,Farnborough,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V33,New Delhi,All,0.00
01-01-25,Jan-25,Hours,V33,New Delhi,Integrated,0.00
01-01-25,Jan-25,Hours,V33,New Delhi,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V33,Offshore Other,All,0.00
01-01-25,Jan-25,Hours,V33,Offshore Other,Integrated,0.00
01-01-25,Jan-25,Hours,V33,Offshore Other,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V33,Tengiz,All,0.00
01-01-25,Jan-25,Hours,V33,Tengiz,Integrated,0.00
01-01-25,Jan-25,Hours,V33,Tengiz,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,Almaty,All,0.00
02-01-25,Feb-25,Hours,V33,Almaty,Integrated,0.00
02-01-25,Feb-25,Hours,V33,Almaty,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,Atyrau,All,0.00
02-01-25,Feb-25,Hours,V33,Atyrau,Integrated,0.00
02-01-25,Feb-25,Hours,V33,Atyrau,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,Farnborough,All,0.00
02-01-25,Feb-25,Hours,V33,Farnborough,Integrated,0.00
02-01-25,Feb-25,Hours,V33,Farnborough,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,New Delhi,All,0.00
02-01-25,Feb-25,Hours,V33,New Delhi,Integrated,0.00
02-01-25,Feb-25,Hours,V33,New Delhi,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,Offshore Other,All,0.00
02-01-25,Feb-25,Hours,V33,Offshore Other,Integrated,0.00
02-01-25,Feb-25,Hours,V33,Offshore Other,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,Tengiz,All,0.00
02-01-25,Feb-25,Hours,V33,Tengiz,Integrated,0.00
02-01-25,Feb-25,Hours,V33,Tengiz,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,Almaty,All,0.00
03-01-25,Mar-25,Hours,V33,Almaty,Integrated,0.00
03-01-25,Mar-25,Hours,V33,Almaty,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,Atyrau,All,0.00
03-01-25,Mar-25,Hours,V33,Atyrau,Integrated,0.00
03-01-25,Mar-25,Hours,V33,Atyrau,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,Farnborough,All,0.00
03-01-25,Mar-25,Hours,V33,Farnborough,Integrated,0.00
03-01-25,Mar-25,Hours,V33,Farnborough,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,New Delhi,All,0.00
03-01-25,Mar-25,Hours,V33,New Delhi,Integrated,0.00
03-01-25,Mar-25,Hours,V33,New Delhi,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,Offshore Other,All,0.00
03-01-25,Mar-25,Hours,V33,Offshore Other,Integrated,0.00
03-01-25,Mar-25,Hours,V33,Offshore Other,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,Tengiz,All,0.00
03-01-25,Mar-25,Hours,V33,Tengiz,Integrated,0.00
03-01-25,Mar-25,Hours,V33,Tengiz,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,Almaty,All,0.00
04-01-25,Apr-25,Hours,V33,Almaty,Integrated,0.00
04-01-25,Apr-25,Hours,V33,Almaty,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,Atyrau,All,0.00
04-01-25,Apr-25,Hours,V33,Atyrau,Integrated,0.00
04-01-25,Apr-25,Hours,V33,Atyrau,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,Farnborough,All,0.00
04-01-25,Apr-25,Hours,V33,Farnborough,Integrated,0.00
04-01-25,Apr-25,Hours,V33,Farnborough,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,New Delhi,All,0.00
04-01-25,Apr-25,Hours,V33,New Delhi,Integrated,0.00
04-01-25,Apr-25,Hours,V33,New Delhi,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,Offshore Other,All,0.00
04-01-25,Apr-25,Hours,V33,Offshore Other,Integrated,0.00
04-01-25,Apr-25,Hours,V33,Offshore Other,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,Tengiz,All,0.00
04-01-25,Apr-25,Hours,V33,Tengiz,Integrated,0.00
04-01-25,Apr-25,Hours,V33,Tengiz,Non-Integrated,0.00
